category,brand,condition_score,duration_days,original_price,listed_price,sold_price,is_sold
Fashion,Adidas,4.8,36,178.29,58.07,52.83,1
Fashion,Adidas,4.1,2,709.5,172.46,175.48,1
Tech,Dell,6.6,14,3314.35,1591.62,1567.68,1
Fashion,Adidas,6.5,32,661.37,248.47,231.96,1
Books,Penguin,8.5,28,70.42,12.61,11.97,1
Books,Penguin,5.5,35,26.93,3.92,3.65,1
Books,Oxford,7.7,36,177.77,38.92,36.33,1
Fashion,Gucci,5.5,39,1027.85,458.86,430.5,1
Books,Penguin,8.4,54,54.04,11.03,9.83,1
Tech,Apple,7.2,9,1667.89,978.99,968.74,1
Books,Penguin,6.7,57,76.76,13.41,11.9,1
Fashion,Nike,4.0,55,255.56,82.45,73.71,1
Tech,Apple,7.6,37,5013.55,3376.53,3107.81,1
Fashion,Gucci,7.9,44,4309.34,2563.01,2318.51,1
Tech,Apple,5.1,5,3697.88,1625.43,1595.51,1
Fashion,Nike,6.7,7,457.07,151.09,150.15,1
Tech,Apple,5.2,60,2019.99,1248.53,1083.83,1
Books,Penguin,3.8,52,24.08,2.88,2.55,1
Fashion,Chanel,4.8,24,13962.71,5841.75,5589.39,1
Tech,Dell,7.9,29,2491.07,1404.97,1352.44,1
Tech,Sony,7.2,42,1699.73,1134.47,1029.26,1
Books,Penguin,9.0,35,26.13,5.11,4.67,1
Fashion,Nike,7.5,13,232.03,87.2,84.82,1
Fashion,Chanel,8.8,34,2222.23,1373.81,1305.72,1
Fashion,Adidas,8.4,26,290.87,129.61,124.59,1
Fashion,Gucci,7.8,1,3573.53,1641.28,1619.07,1
Books,Pearson,8.6,31,124.12,32.0,30.29,1
Books,Oxford,7.5,26,71.47,13.84,13.17,1
Tech,Dell,5.9,24,4056.46,1798.75,1697.45,1
Books,Oxford,7.3,11,84.46,14.47,14.1,1
Fashion,Chanel,6.2,18,12181.65,5611.25,5556.44,1
Tech,Samsung,8.3,28,2315.12,1398.7,1320.8,1
Tech,Asus,8.5,55,1131.05,828.98,724.2,1
Tech,Dell,7.3,23,2228.03,1108.48,1055.67,1
Fashion,Adidas,8.8,27,778.06,348.05,336.91,1
Tech,Samsung,7.2,63,2281.9,1510.01,1307.15,1
Books,Pearson,3.4,10,147.3,18.26,17.97,1
Books,Oxford,7.0,22,68.7,13.21,12.94,1
Books,Pearson,7.4,53,168.64,43.44,38.95,1
Tech,Apple,8.2,11,2465.24,1464.05,1461.95,1
Tech,Dell,8.3,56,3076.06,2145.94,1900.66,1
Books,Penguin,3.9,19,44.29,4.7,4.54,1
Fashion,Gucci,8.6,25,9649.91,5606.89,5449.62,1
Books,Oxford,6.5,23,183.29,32.52,31.69,1
Fashion,Adidas,7.7,19,391.77,157.46,152.07,1
Books,Pearson,7.3,43,86.03,20.61,18.7,1
Tech,Asus,6.6,31,3668.4,1939.04,1855.02,1
Books,Penguin,7.6,36,56.31,9.86,9.05,1
Tech,Samsung,7.5,42,945.97,600.13,545.5,1
Tech,Dell,7.1,7,3724.11,1783.88,1788.0,1
Books,Pearson,7.2,8,161.26,31.66,31.78,1
Tech,Dell,8.0,51,3701.25,2466.36,2160.51,1
Books,Pearson,8.2,16,161.27,35.34,33.86,1
Fashion,Chanel,7.5,20,14795.47,7539.3,7307.16,1
Books,Pearson,7.2,30,121.58,25.91,24.52,1
Books,Pearson,5.9,23,112.82,21.23,20.52,1
Fashion,Gucci,8.9,1,8442.39,4399.63,4462.01,1
Books,Penguin,6.1,46,27.37,4.22,3.79,1
Tech,Sony,8.1,3,987.41,580.89,575.08,1
Fashion,Adidas,8.4,6,628.27,249.09,249.29,1
Fashion,Nike,8.5,31,218.4,98.56,93.58,1
Fashion,Chanel,6.7,31,1983.99,1025.66,971.58,1
Fashion,Adidas,4.8,24,415.98,123.31,116.68,1
Books,Pearson,7.2,47,190.72,47.4,42.63,1
Books,Pearson,6.5,10,111.81,20.64,20.28,1
Tech,Asus,9.2,1,2338.07,1307.54,1315.36,1
Books,Pearson,8.8,43,94.46,26.65,23.92,1
Fashion,Nike,6.3,29,268.81,98.89,93.19,1
Books,Pearson,9.8,52,73.6,23.69,21.4,1
Books,Penguin,8.2,23,22.79,4.02,3.84,1
Books,Pearson,6.2,52,68.45,16.04,14.29,1
Tech,Samsung,6.0,1,2477.61,1078.24,1058.02,1
Tech,Samsung,8.0,24,4098.44,2417.84,2278.43,1
Fashion,Gucci,4.6,42,5497.28,2331.88,2127.5,1
Fashion,Nike,8.8,34,386.24,177.69,168.33,1
Fashion,Adidas,4.9,20,312.04,95.67,93.11,1
Books,Oxford,7.7,41,180.87,42.3,38.29,1
Fashion,Gucci,7.5,44,6973.11,4094.01,3648.97,1
Fashion,Gucci,5.3,4,4538.68,1662.02,1688.88,1
Books,Penguin,4.9,11,32.1,3.48,3.42,1
Fashion,Nike,8.8,4,525.51,207.99,210.65,1
Books,Penguin,6.8,52,24.43,4.23,3.7,1
Books,Oxford,6.0,20,116.16,20.04,19.74,1
Tech,Samsung,7.2,31,2218.44,1266.5,1179.4,1
Tech,Samsung,5.8,11,4735.91,2065.55,2077.84,1
Books,Pearson,9.4,41,169.85,48.96,44.02,1
Fashion,Nike,9.5,36,260.77,137.86,126.3,1
Fashion,Adidas,8.6,51,572.87,281.12,249.78,1
Tech,Sony,8.1,17,1172.42,754.02,732.72,1
Fashion,Gucci,4.5,59,9113.71,4099.76,3621.56,1
Books,Pearson,9.1,36,117.42,30.65,28.27,1
Books,Penguin,7.6,28,34.61,5.49,5.24,1
Books,Oxford,8.0,17,87.4,17.55,16.93,1
Tech,Apple,4.7,26,4317.6,2114.9,2039.29,1
Tech,Dell,5.1,43,3764.06,1770.76,1632.45,1
Books,Pearson,6.7,15,181.36,35.03,33.84,1
Fashion,Adidas,8.1,42,260.72,123.92,113.91,1
Fashion,Adidas,8.5,52,715.38,372.57,327.21,1
Fashion,Gucci,5.0,29,9330.86,3926.36,3674.53,1
Books,Penguin,4.4,6,26.77,2.82,2.79,1
